Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1452;5700154199;"Index on Censorship";journal;"17466067, 03064220";"SAGE Publications Inc.";No;No;0,101;Q4;12;97;364;5;16;100;0,04;0,05;76,67;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"1972-1993, 1995-2025";"History (Q4); Philosophy (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1453;16300154709;"Journal of Asian History";journal;"0021910X";"Otto Harrassowitz GmbH. Co.KG";No;No;0,101;Q4;10;0;28;0;1;23;0,00;0,00;0,00;0;Germany;Western Europe;"Otto Harrassowitz GmbH. Co.KG";"2002-2018, 2020-2024";"Cultural Studies (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1454;21101291393;"Journal of Global Catholicism";journal;"24756423";"College of the Holy Cross";No;No;0,101;Q4;2;0;35;0;3;28;0,12;0,00;0,00;0;United States;Northern America;"College of the Holy Cross";"2021-2024";"Anthropology (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1455;21100842565;"Journal of New Zealand and Pacific Studies";journal;"20504039, 20504047";"Intellect Ltd.";No;No;0,101;Q4;4;4;35;87;2;29;0,04;21,75;100,00;0;United Kingdom;Western Europe;"Intellect Ltd.";"2017-2025";"Cultural Studies (Q4); History (Q4); Literature and Literary Theory (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1456;21101239988;"Journal of Romanian Studies";journal;"2754415X, 26275325";"Liverpool University Press";No;No;0,101;Q4;3;15;36;293;1;30;0,05;19,53;50,00;0;United Kingdom;Western Europe;"Liverpool University Press";"2020-2025";"Cultural Studies (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1457;6500153163;"Parliamentary History";journal;"02642824, 17500206";"John Wiley and Sons Inc";No;No;0,101;Q4;16;25;75;1268;9;63;0,14;50,72;20,83;0;United States;Northern America;"John Wiley and Sons Inc";"1982-2025";"History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1458;21100206613;"Passato e Presente";journal;"19725493, 11200650";"FrancoAngeli";No;No;0,101;Q4;7;18;116;1163;3;115;0,03;64,61;44,44;0;Italy;Western Europe;"FrancoAngeli";"2011-2025";"History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1459;65014;"Polish American Studies";journal;"00322806, 23300833";"University of Illinois Press";No;No;0,101;Q4;2;13;35;231;3;22;0,00;17,77;50,00;0;United States;Northern America;"University of Illinois Press";"1981, 1985, 2019-2025";"History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1460;21100239603;"Public Reason";journal;"20657285, 20658958";"Universitatea din Bucuresti";Yes;Yes;0,101;Q4;7;2;27;33;0;23;0,00;16,50;0,00;0;Romania;Eastern Europe;"Universitatea din Bucuresti";"2012-2024";"Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1461;5700168382;"Raisons Politiques";journal;"12911941, 19506708";"Presses de Sciences Po";No;No;0,101;Q4;20;0;53;0;1;47;0,03;0,00;0,00;0;France;Western Europe;"Presses de Sciences Po";"2001-2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1462;21101264301;"Revista do CAAP";journal;"14150344, 22383840";"Faculdade de Direito da Universidade Federal de Minas Gerais";Yes;No;0,101;Q4;1;24;61;542;1;53;0,02;22,58;44,44;0;Brazil;Latin America;"Faculdade de Direito da Universidade Federal de Minas Gerais";"2020-2026";"Anthropology (Q4); Gender Studies (Q4); Law (Q4); Philosophy (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1463;21101083581;"Sulla Via del Catai";journal;"19703449";"Centro Studi Martino Martini";No;No;0,101;Q4;1;0;32;0;1;30;0,00;0,00;0,00;0;Italy;Western Europe;"Centro Studi Martino Martini";"2019-2024";"Arts and Humanities (miscellaneous) (Q4); History (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1464;17700155419;"Sur";journal;"19833342, 18066445";"Sur - Rede Universitaria de Direitos Humanos";Yes;Yes;0,101;Q4;13;0;27;0;6;24;0,00;0,00;0,00;0;Brazil;Latin America;"Sur - Rede Universitaria de Direitos Humanos";"2012-2022";"Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1465;21100899526;"Synergies Afrique des Grands Lacs";journal;"22604278, 22584307";"GERFLINT (Groupe d'Etudes et de Recherches pour le Francais Langue Internationale)";Yes;Yes;0,101;Q4;2;10;32;124;0;28;0,00;12,40;0,00;0;France;Western Europe;"GERFLINT (Groupe d'Etudes et de Recherches pour le Francais Langue Internationale)";"2018-2025";"Cultural Studies (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1466;21100788207;"Whitehall Papers";journal;"02681307";"Taylor and Francis Ltd.";No;No;0,101;Q4;4;0;25;0;0;22;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2024";"Archeology (Q4); Safety Research (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1467;18400156703;"Actuel Marx";journal;"09944524";"Presses Universitaires de France";No;No;0,100;Q4;8;10;69;338;4;61;0,05;33,80;22,22;0;France;Western Europe;"Presses Universitaires de France";"2008-2025";"Economics and Econometrics (Q4); Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1468;145911;"American Scholar";journal;"00030937";"Phi Beta Kappa Society";No;No;0,100;Q4;10;33;212;0;1;191;0,00;0,00;39,29;0;United States;Northern America;"Phi Beta Kappa Society";"1983, 1999, 2001-2026";"Cultural Studies (Q4); History (Q4); Literature and Literary Theory (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1469;21100888596;"Colloquia";journal;"18223737";"Institute of Lithuanian Literature and Folklore";No;No;0,100;Q4;3;11;68;187;1;59;0,00;17,00;100,00;0;Lithuania;Eastern Europe;"Institute of Lithuanian Literature and Folklore";"2018-2025";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Literature and Literary Theory (Q4); Music (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1470;24887;"Dalhousie Review";journal;"00115827";"Dalhousie University Press, Ltd.";No;No;0,100;Q4;6;0;69;0;0;56;0,00;0,00;0,00;0;Canada;Northern America;"Dalhousie University Press, Ltd.";"1973, 1975, 1980, 1985, 1999, 2002-2024";"Literature and Literary Theory (Q4); Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1471;25867;"Internationale Politik";journal;"1430175X";"Deutsche Gesellschaft fuer Auswartige Politik e.V.";No;No;0,100;Q4;8;0;129;0;0;86;0,00;0,00;0,00;0;Germany;Western Europe;"Deutsche Gesellschaft fuer Auswartige Politik e.V.";"1996-2020, 2022-2023";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1472;16000154719;"Liberte";journal;"00242020";"Collectif Liberte Inc";No;No;0,100;Q4;3;29;277;0;0;198;0,00;0,00;70,37;0;Canada;Northern America;"Collectif Liberte Inc";"2002-2026";"Literature and Literary Theory (Q4); Philosophy (Q4); Sociology and Political Science (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
1473;145042;"Perspectives on Political Science";journal;"10457097, 19305478";"Routledge";No;No;0,100;Q4;10;28;73;969;4;55;0,04;34,61;4,00;0;United States;Northern America;"Routledge";"1990-2026";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1474;21101274418;"Revista do Instituto Historico e Geografico do Rio Grande do Sul";journal;"25957031, 16783484";"Historical and Geographical Institute of Rio Grande do Sul";No;No;0,100;Q4;1;20;88;337;0;72;0,00;16,85;50,00;0;Brazil;Latin America;"Historical and Geographical Institute of Rio Grande do Sul";"2020-2025";"Cultural Studies (Q4); Geography, Planning and Development (Q4); History (Q4); Law (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1475;17367;"Revue Francaise d'Etudes Americaines";journal;"03977870";"Association Francaise d'Etudes Americaines";No;No;0,100;Q4;9;0;67;0;2;59;0,02;0,00;0,00;0;France;Western Europe;"Association Francaise d'Etudes Americaines";"1990, 1996-2024";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1476;18035;"Sociologia (Italy)";journal;"00380156";"Gangemi Editore S.p.A.";No;No;0,100;Q4;5;40;111;1217;3;63;0,03;30,43;57,14;0;Italy;Western Europe;"Gangemi Editore S.p.A.";"1996-2025";"Sociology and Political Science (Q4)";"Social Sciences"
1477;21100865030;"Soviet and Post-Soviet Politics and Society";book series;"16143515";"Ibidem Verlag";No;No;0,100;Q4;4;101;227;1810;5;75;0,02;17,92;100,00;0;Germany;Western Europe;"Ibidem Verlag";"2018-2025";"History (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1478;21101257959;"Studia Polonijne";journal;"2544526X, 01375210";"John Paul II Catholic University of Lublin";No;No;0,100;Q4;1;42;66;1471;5;61;0,06;35,02;41,30;0;Poland;Eastern Europe;"John Paul II Catholic University of Lublin";"2021-2025";"History and Philosophy of Science (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1479;5800172539;"Virginia Quarterly Review";journal;"0042675X, 21546932";"University of Virginia";No;No;0,100;Q4;7;13;148;8;2;137;0,01;0,62;46,67;0;United States;Northern America;"University of Virginia";"1970, 1978-1979, 1981, 1987-1988, 2002-2025";"Literature and Literary Theory (Q4); Sociology and Political Science (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
1480;4100151509;"Advances in Group Processes";book series;"08826145";"Emerald Group Publishing Ltd.";No;No;;-;33;26;19;1703;12;0;0,63;65,50;47,37;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2021, 2023-2026";"Sociology and Political Science";"Social Sciences"
1481;4000152115;"Advances in Public Interest Accounting";book series;"10417060";"Emerald Group Publishing Ltd.";No;No;;-;13;7;0;0;0;0;0,00;0,00;100,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2002, 2004-2007, 2009-2010, 2013-2017, 2019-2020, 2025-2026";"Accounting; Sociology and Political Science";"Business, Management and Accounting; Social Sciences"
1482;21100461423;"Advances in Race and Ethnicity in Education";book series;"20512325, 20512317";"Emerald Group Publishing Ltd.";No;No;;-;9;1;32;0;10;0;0,24;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2014, 2016-2017, 2020, 2022-2023, 2025-2026";"Anthropology; Education; Gender Studies; Sociology and Political Science";"Social Sciences"
1483;12561;"Chinese Law and Government";journal;"19447051, 00094609";"Routledge";No;No;;-;6;2;0;62;0;0;0,00;31,00;50,00;0;United States;Northern America;"Routledge";"1968-1995, 2002-2020, 2025-2026";"Law; Sociology and Political Science";"Social Sciences"
1484;17651;"Comparative Social Research";book series;"01956310";"Emerald Group Publishing Ltd.";No;No;;-;21;34;27;1543;4;0;0,15;45,38;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1980-1981, 1984, 1999-2000, 2002-2003, 2006-2013, 2015-2016, 2018-2019, 2021, 2024-2026";"Sociology and Political Science";"Social Sciences"
1485;5600155292;"Contemporary Perspectives in Family Research";book series;"15303535";"Emerald Group Publishing Ltd.";No;No;;-;12;51;81;2193;34;0;0,39;43,00;33,33;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003, 2014-2026";"Developmental and Educational Psychology; Social Psychology; Sociology and Political Science";"Psychology; Social Sciences"
1486;5600152815;"Contributions to Conflict Management, Peace Economics and Development";book series;"15728323";"Emerald Group Publishing Ltd.";No;No;;-;7;131;17;2890;1;0;0,00;22,06;20,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2004-2005, 2007-2019, 2021-2022, 2025-2026";"Business and International Management; Development; Political Science and International Relations; Sociology and Political Science; Strategy and Management";"Business, Management and Accounting; Social Sciences"
1487;21100417256;"Critical Perspectives on International Public Sector Management";book series;"20457944, 20457952";"Emerald Group Publishing Ltd.";No;No;;-;9;3;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012, 2014-2016, 2018, 2025-2026";"Public Administration; Sociology and Political Science";"Social Sciences"
1488;14241;"Current Perspectives in Social Theory";book series;"02781204";"Emerald Group Publishing Ltd.";No;No;;-;11;29;27;1596;2;0;0,07;55,03;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2002-2003, 2005-2006, 2008-2016, 2019, 2022-2023, 2025-2026";"Sociology and Political Science";"Social Sciences"
1489;21101023975;"European Public and Social Innovation Review (discontinued)";journal;"25299824";"HISIN (History of Information Systems)";Yes;Yes;;-;9;669;784;20600;371;771;0,47;30,79;56,34;0;Spain;Western Europe;"HISIN (History of Information Systems)";"2019-2026";"Development; Economics, Econometrics and Finance (miscellaneous); Sociology and Political Science";"Economics, Econometrics and Finance; Social Sciences"
1490;21101393609;"IEEE European Technology and Engineering Management Summit, E-TEMS";journal;"28367588";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;61;0;1437;0;0;0,00;23,56;40,84;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2025";"Automotive Engineering; Computer Networks and Communications; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Management of Technology and Innovation; Sociology and Political Science; Transportation";"Business, Management and Accounting; Computer Science; Energy; Engineering; Social Sciences"
1491;4100151515;"International Perspectives on Education and Society";book series;"14793679";"Emerald Group Publishing Ltd.";No;No;;-;22;45;130;1639;65;0;0,45;36,42;20,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2002, 2005-2020, 2022-2026";"Education; Sociology and Political Science";"Social Sciences"
1492;21100406926;"Jewish Identities in a Changing World";book series;"15707997";"Brill Academic Publishers";No;No;;-;7;2;17;1552;1;0;0,06;776,00;100,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2012, 2014-2020, 2022-2023, 2025-2026";"History; Religious Studies; Social Sciences (miscellaneous); Sociology and Political Science";"Arts and Humanities; Social Sciences"
1493;21100268408;"Research in Biopolitics";book series;"20429940";"Emerald Group Publishing Ltd.";No;No;;-;5;7;0;282;0;0;0,00;40,29;20,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2014, 2025-2026";"Law; Management, Monitoring, Policy and Law; Philosophy; Sociology and Political Science";"Arts and Humanities; Environmental Science; Social Sciences"
1494;4100151531;"Research in Ethical Issues in Organizations";book series;"15292096";"Emerald Group Publishing Ltd.";No;No;;-;12;23;24;402;10;0;0,55;17,48;40,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2003, 2005-2006, 2012-2020, 2022-2023, 2025-2026";"Cultural Studies; Organizational Behavior and Human Resource Management; Social Psychology; Sociology and Political Science";"Business, Management and Accounting; Psychology; Social Sciences"
1495;5700154351;"Research in Political Sociology";book series;"08959935";"Emerald Group Publishing Ltd.";No;No;;-;11;29;0;640;0;0;0,00;22,07;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008, 2010-2015, 2017-2021, 2025-2026";"Sociology and Political Science";"Social Sciences"
1496;4100151520;"Research in Public Policy Analysis and Management";book series;"07321317";"Emerald Group Publishing Ltd.";No;No;;-;12;21;0;799;0;0;0,00;38,05;25,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2002, 2004, 2006-2013, 2025-2026";"Business, Management and Accounting (miscellaneous); Development; Public Administration; Sociology and Political Science";"Business, Management and Accounting; Social Sciences"
1497;5600155191;"Research in Race and Ethnic Relations";book series;"01957449";"Emerald Group Publishing Ltd.";No;No;;-;4;18;0;531;0;0;0,00;29,50;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008, 2010, 2012-2013, 2015, 2018, 2025-2026";"Anthropology; Public Administration; Sociology and Political Science";"Social Sciences"
1498;4100151529;"Research in Social Movements, Conflicts and Change";book series;"0163786X";"Emerald Group Publishing Ltd.";No;No;;-;28;25;9;1016;1;0;0,11;40,64;60,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2001, 2003-2005, 2007-2008, 2010-2019, 2021, 2024-2026";"Political Science and International Relations; Sociology and Political Science";"Social Sciences"
1499;4100151537;"Research in Social Problems and Public Policy";book series;"01961152";"JAI Press";No;No;;-;18;15;0;437;0;0;0,00;29,13;100,00;0;United Kingdom;Western Europe;"JAI Press";"2001-2003, 2005-2008, 2010-2013, 2016, 2025-2026";"Rehabilitation; Sociology and Political Science";"Medicine; Social Sciences"
